id_usuario,fechas_de_nacimiento,ciudad,nivel_educativo,Sueldo
149842,1990-09-21 05:00:00,Santiago,Especializacion - Postgrado,219634
149849,1990-05-25 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,224448
149850,1990-02-21 05:00:00,Santiago,Bachillerato - Secundaria,271382
149851,1989-12-11 05:00:00,Santiago,Profesional - Licenciatura,117701
149853,1990-02-22 05:00:00,Santiago,Profesional - Licenciatura,320922
149854,1990-05-09 05:00:00,Santiago,Profesional - Licenciatura,99360
149856,1989-10-25 05:00:00,Santiago,Profesional - Licenciatura,318224
149857,1990-02-21 05:00:00,Santiago,Profesional - Licenciatura,127259
149861,1990-12-26 05:00:00,Santiago,Especializacion - Postgrado,229511
149864,1987-11-20 05:00:00,Santiago,Profesional - Licenciatura,348739
149866,1991-09-11 05:00:00,Santiago,Profesional - Licenciatura,223358
149872,1990-12-17 05:00:00,Santiago,Profesional - Licenciatura,299302
149875,1991-10-10 05:00:00,Santiago,Profesional - Licenciatura,172879
149878,1992-08-11 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,298719
149879,1992-09-18 05:00:00,Santiago,Profesional - Licenciatura,147462
149880,1992-01-22 05:00:00,Santiago,Profesional - Licenciatura,290345
149882,1992-11-14 05:00:00,Santiago,Profesional - Licenciatura,161894
149886,1992-10-21 05:00:00,Santiago,Maestria,74002
149887,1992-09-14 05:00:00,Santiago,Profesional - Licenciatura,132699
149888,1992-10-24 05:00:00,Santiago,Profesional - Licenciatura,213537
149895,1992-07-15 05:00:00,Santiago,Especializacion - Postgrado,130787
149899,1992-10-20 05:00:00,Santiago,Profesional - Licenciatura,182758
149902,1993-01-20 05:00:00,Santiago,Profesional - Licenciatura,306527
149903,1992-12-26 05:00:00,Santiago,Profesional - Licenciatura,84825
149905,1993-02-19 05:00:00,Santiago,Especializacion - Postgrado,326328
149906,1993-01-10 05:00:00,Santiago,Profesional - Licenciatura,241413
149907,1992-06-10 05:00:00,Santiago,Bachillerato - Secundaria,173687
149909,1992-10-05 05:00:00,Santiago,Profesional - Licenciatura,228649
149911,1992-12-14 05:00:00,Santiago,Tecnico Universitario,83705
149912,1992-12-10 05:00:00,Santiago,Profesional - Licenciatura,158048
149913,1992-09-30 05:00:00,Santiago,Profesional - Licenciatura,96981
149916,1992-10-29 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,348985
149917,1991-01-04 05:00:00,Santiago,Profesional - Licenciatura,115203
149919,1992-11-14 05:00:00,Santiago,Profesional - Licenciatura,159660
149921,1993-03-31 05:00:00,Santiago,Profesional - Licenciatura,332441
149928,1990-09-08 05:00:00,Santiago,Profesional - Licenciatura,223907
149934,1993-04-16 05:00:00,Santiago,Profesional - Licenciatura,308875
149940,1993-04-09 05:00:00,Santiago,Profesional - Licenciatura,164937
149943,1993-04-28 05:00:00,Santiago,Profesional - Licenciatura,217096
149954,1991-02-02 05:00:00,Santiago,Especializacion - Postgrado,285355
149958,1993-07-31 05:00:00,Santiago,Profesional - Licenciatura,292159
149961,1992-11-27 05:00:00,Santiago,Profesional - Licenciatura,135587
149963,1991-05-31 05:00:00,Santiago,Profesional - Licenciatura,212650
149968,1993-03-30 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,104511
149969,1991-07-22 05:00:00,Santiago,Profesional - Licenciatura,214467
149971,1977-11-14 05:00:00,Santiago,Profesional - Licenciatura,305435
149984,1993-07-22 05:00:00,Santiago,Profesional - Licenciatura,226782
149988,1995-04-25 05:00:00,Santiago,Profesional - Licenciatura,291352
149994,1993-09-21 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,206118
149996,1993-10-29 05:00:00,Santiago,Profesional - Licenciatura,88378
149998,1992-12-07 05:00:00,Santiago,Profesional - Licenciatura,313877
150001,1994-04-16 05:00:00,Santiago,Profesional - Licenciatura,265234
150002,1994-03-31 05:00:00,Santiago,Profesional - Licenciatura,227023
150009,1993-09-04 05:00:00,Santiago,Profesional - Licenciatura,223977
150011,1994-10-13 05:00:00,Santiago,Profesional - Licenciatura,214694
150014,1994-10-26 05:00:00,Santiago,Maestria,177075
150015,1993-09-14 05:00:00,Santiago,Especializacion - Postgrado,204144
150018,1993-09-11 05:00:00,Santiago,Profesional - Licenciatura,153025
150019,1993-09-24 05:00:00,Santiago,Profesional - Licenciatura,239863
150022,1994-01-27 05:00:00,Santiago,Profesional - Licenciatura,293383
150027,1993-11-23 05:00:00,Santiago,Profesional - Licenciatura,186487
150035,1994-02-01 05:00:00,Santiago,Profesional - Licenciatura,251049
150036,1994-03-25 05:00:00,Santiago,Profesional - Licenciatura,187179
150037,1994-05-07 05:00:00,Santiago,Profesional - Licenciatura,309080
150082,1991-07-16 05:00:00,Santiago,Profesional - Licenciatura,259168
150084,1991-08-20 05:00:00,Santiago,Profesional - Licenciatura,271227
150088,1990-12-11 05:00:00,Santiago,Profesional - Licenciatura,325600
150092,1990-10-31 05:00:00,Santiago,Profesional - Licenciatura,331625
150094,1991-01-17 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,71005
150100,1991-04-02 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,327186
150102,1990-12-26 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,330177
150104,1990-08-22 05:00:00,Santiago,Tecnico Universitario,227415
150111,1991-06-17 05:00:00,Santiago,Profesional - Licenciatura,291642
150112,1991-05-26 05:00:00,Santiago,Profesional - Licenciatura,186189
150116,1991-01-17 05:00:00,Santiago,Profesional - Licenciatura,321222
150117,1991-04-28 05:00:00,Santiago,Profesional - Licenciatura,110592
150118,1991-10-08 05:00:00,Santiago,Profesional - Licenciatura,307486
150120,1991-10-16 05:00:00,Santiago,Profesional - Licenciatura,116834
150123,1991-01-07 05:00:00,Santiago,Profesional - Licenciatura,70242
150124,1991-08-11 05:00:00,Santiago,Profesional - Licenciatura,212135
150128,1991-03-30 05:00:00,Santiago,Profesional - Licenciatura,221558
150129,1995-11-30 05:00:00,Santiago,Profesional - Licenciatura,309992
150132,1995-05-19 05:00:00,Santiago,Profesional - Licenciatura,332420
150135,1992-03-24 05:00:00,Santiago,Profesional - Licenciatura,312064
150136,1994-11-07 05:00:00,Santiago,Profesional - Licenciatura,325952
150140,1994-12-20 05:00:00,Santiago,Profesional - Licenciatura,235673
150144,1991-05-03 05:00:00,Santiago,Profesional - Licenciatura,69287
150146,1995-02-28 05:00:00,Santiago,Profesional - Licenciatura,118381
150151,1995-01-05 05:00:00,Santiago,Profesional - Licenciatura,292591
150152,1994-09-19 05:00:00,Santiago,Profesional - Licenciatura,308180
150154,1994-12-27 05:00:00,Santiago,Profesional - Licenciatura,217656
150157,1995-07-26 05:00:00,Santiago,Profesional - Licenciatura,109892
150162,1994-11-30 05:00:00,Santiago,Profesional - Licenciatura,251002
150163,1995-02-15 05:00:00,Santiago,Profesional - Licenciatura,190732
150168,1994-08-05 05:00:00,Santiago,Profesional - Licenciatura,91374
150170,1994-09-16 05:00:00,Santiago,Profesional - Licenciatura,277076
150178,1995-05-22 05:00:00,Santiago,Profesional - Licenciatura,156467
150181,1995-01-23 05:00:00,Santiago,Profesional - Licenciatura,159080
150193,1991-11-21 05:00:00,Santiago,Tecnico Universitario,107191
150202,1992-01-21 05:00:00,Santiago,Profesional - Licenciatura,342657
150204,1992-04-29 05:00:00,Santiago,Profesional - Licenciatura,295675
150289,1995-04-24 05:00:00,Santiago,Especializacion - Postgrado,90812
150291,1995-07-16 05:00:00,Santiago,Profesional - Licenciatura,178080
150296,1995-12-06 05:00:00,Santiago,Profesional - Licenciatura,136136
150297,1995-03-16 05:00:00,Santiago,Profesional - Licenciatura,72920
150302,1995-09-26 05:00:00,Santiago,Profesional - Licenciatura,82992
150306,1995-08-16 05:00:00,Santiago,Profesional - Licenciatura,117546
150313,1996-03-01 05:00:00,Santiago,Profesional - Licenciatura,145550
150316,1996-02-18 05:00:00,Santiago,Profesional - Licenciatura,299737
150318,1996-03-29 05:00:00,Santiago,Especializacion - Postgrado,319878
150319,1996-08-13 05:00:00,Santiago,Profesional - Licenciatura,338739
150322,1996-04-08 05:00:00,Santiago,Profesional - Licenciatura,74055
150323,1996-05-17 05:00:00,Santiago,Profesional - Licenciatura,113600
150326,1996-06-03 05:00:00,Santiago,Profesional - Licenciatura,147420
150329,1953-12-23 05:00:00,Santiago,Tecnico Universitario,89418
150330,1997-06-21 05:00:00,Santiago,Profesional - Licenciatura,68764
150331,1917-05-28 05:00:00,Santiago,Profesional - Licenciatura,277533
150333,1968-10-15 05:00:00,Santiago,Profesional - Licenciatura,196996
150336,1996-12-20 05:00:00,Santiago,Profesional - Licenciatura,298506
150342,1997-05-12 05:00:00,Santiago,Profesional - Licenciatura,79871
150344,1962-06-19 05:00:00,Santiago,Profesional - Licenciatura,163442
150348,1996-08-13 05:00:00,Santiago,Profesional - Licenciatura,180059
150354,1955-04-27 05:00:00,Santiago,Tecnico Universitario,135653
150356,1958-10-17 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,298500
150360,1964-10-26 05:00:00,Santiago,Profesional - Licenciatura,99580
150367,1959-10-21 05:00:00,Santiago,Primaria,240451
150369,1960-08-27 05:00:00,Santiago,Tecnico Universitario,205727
150374,1956-11-14 05:00:00,Santiago,Profesional - Licenciatura,155019
150376,1968-01-31 05:00:00,Santiago,Especializacion - Postgrado,106401
150377,1959-01-24 05:00:00,Santiago,Profesional - Licenciatura,224913
150378,1958-05-10 05:00:00,Santiago,Tecnico Universitario,88427
150380,1967-03-21 05:00:00,Santiago,Profesional - Licenciatura,234173
150382,1980-08-27 05:00:00,Santiago,Profesional - Licenciatura,283716
150384,1970-11-25 05:00:00,Valparaiso,Tecnico - Preparatoria - T. Profesional,213777
150390,1960-10-30 05:00:00,Santiago,Especializacion - Postgrado,202314
150393,1968-03-03 05:00:00,Santiago,Especializacion - Postgrado,336024
150397,1970-01-18 05:00:00,Santiago,Profesional - Licenciatura,79622
150401,1971-02-18 05:00:00,Santiago,Profesional - Licenciatura,174738
150402,1996-08-05 05:00:00,Santiago,Profesional - Licenciatura,329542
150407,1996-12-30 05:00:00,Santiago,Maestria,132260
150412,1963-11-29 05:00:00,Santiago,Profesional - Licenciatura,284279
150416,1965-04-30 05:00:00,Santiago,Profesional - Licenciatura,71182
150418,1959-07-04 05:00:00,Santiago,Bachillerato - Secundaria,134768
150420,1975-07-26 05:00:00,Santiago,Especializacion - Postgrado,302252
150428,1997-08-23 05:00:00,Santiago,Profesional - Licenciatura,221547
150429,1997-06-02 05:00:00,Santiago,Profesional - Licenciatura,324166
150437,1998-05-14 05:00:00,Santiago,Bachillerato - Secundaria,118041
150438,1961-06-05 05:00:00,Santiago,Profesional - Licenciatura,94479
150447,1963-05-23 05:00:00,Santiago,Tecnico Universitario,220035
150450,1978-08-28 05:00:00,Santiago,Profesional - Licenciatura,317270
150453,1977-03-14 05:00:00,Santiago,Profesional - Licenciatura,194446
150457,1961-08-20 05:00:00,Santiago,Bachillerato - Secundaria,76088
150458,1964-07-26 05:00:00,Santiago,Tecnico Universitario,264136
150460,1978-01-20 05:00:00,Santiago,Profesional - Licenciatura,343896
150462,1963-08-12 05:00:00,Santiago,Profesional - Licenciatura,165890
150464,1967-03-04 05:00:00,Santiago,Profesional - Licenciatura,280860
150466,1962-09-10 05:00:00,Santiago,Maestria,224640
150467,1963-11-08 05:00:00,Santiago,Profesional - Licenciatura,126191
150470,2021-04-01 05:00:00,Santiago,Profesional - Licenciatura,259960
150471,1963-09-08 05:00:00,Santiago,Tecnico Universitario,265605
150478,1967-12-16 05:00:00,Santiago,Profesional - Licenciatura,222388
150481,1962-07-26 05:00:00,Santiago,Especializacion - Postgrado,89919
150482,1966-02-06 05:00:00,Santiago,Tecnico Universitario,335247
150483,1964-11-16 05:00:00,Santiago,Profesional - Licenciatura,70550
150490,1963-06-26 05:00:00,Santiago,Profesional - Licenciatura,129542
150491,1965-08-21 05:00:00,Santiago,Profesional - Licenciatura,141784
150492,1967-12-05 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,274106
150499,1988-08-21 05:00:00,Santiago,Profesional - Licenciatura,148751
150500,1966-03-06 05:00:00,Santiago,Profesional - Licenciatura,302197
150501,1968-12-17 05:00:00,Santiago,Profesional - Licenciatura,126434
150504,1970-01-29 05:00:00,Santiago,Maestria,309844
150505,1984-08-05 05:00:00,Santiago,Profesional - Licenciatura,186623
150507,1983-10-17 05:00:00,Santiago,Maestria,328813
150508,1983-10-13 05:00:00,Santiago,Profesional - Licenciatura,340852
150509,1971-06-03 05:00:00,Santiago,Profesional - Licenciatura,309573
150510,1984-10-13 05:00:00,Santiago,Profesional - Licenciatura,138684
150511,1971-04-21 05:00:00,Santiago,Tecnico Universitario,99664
150512,1987-05-14 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,246236
150515,1975-05-05 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,341991
150517,1975-02-08 05:00:00,Santiago,Especializacion - Postgrado,232580
150518,1989-01-19 05:00:00,Santiago,Profesional - Licenciatura,319456
150519,1975-09-07 05:00:00,Santiago,Bachillerato - Secundaria,202163
150520,1989-12-04 05:00:00,Santiago,Maestria,344510
150522,1963-02-02 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,92950
150527,1978-05-11 05:00:00,Santiago,Tecnico Universitario,313118
150528,1962-09-24 05:00:00,Santiago,Profesional - Licenciatura,293311
150529,1992-05-07 05:00:00,Santiago,Especializacion - Postgrado,321875
150530,1979-08-16 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,88143
150531,1960-05-22 05:00:00,Santiago,Profesional - Licenciatura,75016
150535,2021-04-21 05:00:00,Santiago,Profesional - Licenciatura,331297
150538,1965-12-05 05:00:00,Santiago,Bachillerato - Secundaria,317912
150539,1980-06-21 05:00:00,Santiago,Especializacion - Postgrado,128466
150547,1969-11-03 05:00:00,Santiago,Especializacion - Postgrado,272723
150549,1972-04-15 05:00:00,Santiago,Especializacion - Postgrado,311307
150551,1977-08-16 05:00:00,Santiago,Tecnico Universitario,120610
150552,1992-09-12 05:00:00,Santiago,Profesional - Licenciatura,167526
150554,1976-07-02 05:00:00,Santiago,Profesional - Licenciatura,265749
150557,1980-08-27 05:00:00,Santiago,Bachillerato - Secundaria,100943
150559,1972-01-31 05:00:00,Santiago,Tecnico Universitario,214701
150561,1971-12-30 05:00:00,Santiago,Profesional - Licenciatura,136044
150562,1973-06-12 05:00:00,Santiago,Bachillerato - Secundaria,328735
150564,1957-11-30 05:00:00,Santiago,Bachillerato - Secundaria,107747
150565,1973-10-25 05:00:00,Santiago,Tecnico Universitario,308433
150566,1974-04-06 05:00:00,Santiago,Bachillerato - Secundaria,334400
150567,1975-03-15 05:00:00,Santiago,Profesional - Licenciatura,192150
150568,1975-02-15 05:00:00,Santiago,Profesional - Licenciatura,278543
150569,1975-01-11 05:00:00,Santiago,Profesional - Licenciatura,155558
150570,1976-07-31 05:00:00,Santiago,Profesional - Licenciatura,120575
150576,1978-10-03 05:00:00,Santiago,Tecnico Universitario,228775
150579,1978-10-31 05:00:00,Santiago,Profesional - Licenciatura,97270
150582,1978-10-11 05:00:00,Santiago,Profesional - Licenciatura,202104
150583,1979-06-25 05:00:00,Santiago,Tecnico Universitario,173178
150584,1979-03-05 05:00:00,Santiago,Maestria,221788
150585,1980-01-01 05:00:00,Santiago,Profesional - Licenciatura,235486
150587,1980-07-22 05:00:00,Santiago,Profesional - Licenciatura,137383
150589,1981-03-03 05:00:00,Santiago,Profesional - Licenciatura,116533
150596,1985-10-14 05:00:00,Santiago,Profesional - Licenciatura,241679
150597,1982-04-29 05:00:00,Santiago,Tecnico Universitario,94840
150598,1983-05-23 05:00:00,Santiago,Profesional - Licenciatura,256666
150599,1983-11-14 05:00:00,Santiago,Primaria,214069
150602,1984-09-15 05:00:00,Santiago,Profesional - Licenciatura,246412
150603,1984-12-17 05:00:00,Santiago,Tecnico Universitario,343871
150608,1992-04-22 05:00:00,Santiago,Profesional - Licenciatura,198880
150610,1980-02-22 05:00:00,Santiago,Profesional - Licenciatura,338585
150612,1979-10-05 05:00:00,Santiago,Especializacion - Postgrado,285816
150616,1991-11-15 05:00:00,Santiago,Profesional - Licenciatura,75247
150624,1990-08-07 05:00:00,Santiago,Profesional - Licenciatura,245927
150630,1993-04-08 05:00:00,Santiago,Profesional - Licenciatura,346144
150635,1966-12-31 05:00:00,Santiago,Profesional - Licenciatura,152216
150640,1987-06-26 05:00:00,Santiago,Especializacion - Postgrado,271553
150646,1976-03-16 05:00:00,Santiago,Profesional - Licenciatura,238069
150647,1990-10-01 05:00:00,Santiago,Tecnico Universitario,147521
150653,1976-07-06 05:00:00,Santiago,Maestria,176821
150655,1988-12-16 05:00:00,Santiago,Profesional - Licenciatura,131636
150658,1990-02-08 05:00:00,Santiago,Bachillerato - Secundaria,272949
150660,1988-03-02 05:00:00,Santiago,Maestria,294307
150661,1980-02-26 05:00:00,Santiago,Profesional - Licenciatura,163240
150664,1980-07-05 05:00:00,Santiago,Especializacion - Postgrado,335700
150665,1987-05-11 05:00:00,Santiago,Tecnico Universitario,348241
150666,1986-12-25 05:00:00,Santiago,Especializacion - Postgrado,184251
150667,1989-02-12 05:00:00,Santiago,Profesional - Licenciatura,187813
150668,1985-05-05 05:00:00,Santiago,Profesional - Licenciatura,222593
150672,1973-08-24 05:00:00,Santiago,Profesional - Licenciatura,262530
150673,1980-05-13 05:00:00,Santiago,Profesional - Licenciatura,245487
150674,1977-03-05 05:00:00,Santiago,Profesional - Licenciatura,347682
150677,1975-12-23 05:00:00,Santiago,Profesional - Licenciatura,210614
150679,1980-03-28 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,322105
150680,1985-05-17 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,202069
150683,1980-12-26 05:00:00,Santiago,Profesional - Licenciatura,131205
150684,1992-10-20 05:00:00,Santiago,Profesional - Licenciatura,80687
150686,1990-05-12 05:00:00,Santiago,Profesional - Licenciatura,309832
150687,1989-11-11 05:00:00,Santiago,Profesional - Licenciatura,236349
150691,1979-11-03 05:00:00,Santiago,Maestria,207639
150692,1982-11-06 05:00:00,Santiago,Especializacion - Postgrado,297416
150694,1982-07-23 05:00:00,Santiago,Profesional - Licenciatura,295869
150698,1985-04-05 05:00:00,Santiago,Profesional - Licenciatura,284124
150699,1989-08-15 05:00:00,Santiago,Profesional - Licenciatura,217064
150701,1992-05-27 05:00:00,Santiago,Profesional - Licenciatura,240569
150703,1987-10-09 05:00:00,Santiago,Bachillerato - Secundaria,230641
150705,1986-03-25 05:00:00,Santiago,Maestria,160118
150706,1988-09-07 05:00:00,Santiago,Profesional - Licenciatura,111337
150708,1991-06-16 05:00:00,Santiago,Profesional - Licenciatura,167758
150709,1990-03-25 05:00:00,Santiago,Profesional - Licenciatura,191706
150714,1988-09-26 05:00:00,Santiago,Tecnico Universitario,346028
150724,1985-09-30 05:00:00,Santiago,Profesional - Licenciatura,303004
150726,1990-03-22 05:00:00,Santiago,Profesional - Licenciatura,285354
150730,1982-04-15 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,190230
150732,1995-06-10 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,288242
150733,1986-05-25 05:00:00,Santiago,Profesional - Licenciatura,111366
150734,1992-01-07 05:00:00,Santiago,Profesional - Licenciatura,302252
150735,1988-07-06 05:00:00,Santiago,Maestria,316721
150738,1993-07-23 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,86973
150739,1986-05-16 05:00:00,Santiago,Profesional - Licenciatura,348333
150742,1987-01-12 05:00:00,Santiago,Profesional - Licenciatura,238685
150744,1992-01-15 05:00:00,Santiago,Profesional - Licenciatura,265626
150746,1985-02-27 05:00:00,Santiago,Maestria,331026
150748,1987-11-05 05:00:00,Santiago,Profesional - Licenciatura,253171
150751,1987-08-21 05:00:00,Santiago,Tecnico Universitario,332044
150754,1988-10-11 05:00:00,Santiago,Profesional - Licenciatura,179958
150755,1993-07-03 05:00:00,Santiago,Profesional - Licenciatura,301184
150758,1992-06-06 05:00:00,Santiago,Profesional - Licenciatura,308818
150764,1992-12-11 05:00:00,Santiago,Tecnico Universitario,238589
150769,1954-01-09 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,253852
150772,1954-02-15 05:00:00,Santiago,Especializacion - Postgrado,345914
150774,1954-05-04 05:00:00,Santiago,Tecnico Universitario,237845
150775,1960-01-10 05:00:00,Santiago,Profesional - Licenciatura,74463
150778,1968-05-10 05:00:00,Santiago,Tecnico Universitario,83685
150786,1975-03-10 05:00:00,Santiago,Tecnico Universitario,327234
150787,1973-05-06 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,295430
150789,1968-02-06 05:00:00,Santiago,Tecnico Universitario,74590
150790,1974-10-03 05:00:00,Santiago,Tecnico Universitario,342974
150791,1975-03-21 05:00:00,Santiago,Tecnico Universitario,172657
150792,1978-08-23 05:00:00,Santiago,Profesional - Licenciatura,270009
150794,1979-08-05 05:00:00,Santiago,Profesional - Licenciatura,339492
150795,1979-04-22 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,83278
150797,1979-12-31 05:00:00,Santiago,Profesional - Licenciatura,161269
150798,1980-11-28 05:00:00,Santiago,Bachillerato - Secundaria,324015
150799,1995-11-10 05:00:00,Santiago,Profesional - Licenciatura,197090
150800,1987-01-10 05:00:00,Santiago,Bachillerato - Secundaria,119255
150802,1986-10-20 05:00:00,Santiago,Profesional - Licenciatura,327221
150803,1982-11-24 05:00:00,Santiago,Profesional - Licenciatura,200959
150804,1987-05-18 05:00:00,Santiago,Profesional - Licenciatura,122483
150805,1982-01-27 05:00:00,Santiago,Tecnico Universitario,185302
150806,1987-05-26 05:00:00,Santiago,Tecnico Universitario,234139
150807,1983-07-11 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,337777
150809,1983-11-02 05:00:00,Santiago,Tecnico Universitario,166335
150811,1983-12-23 05:00:00,Santiago,Profesional - Licenciatura,91136
150812,1990-04-28 05:00:00,Santiago,Tecnico Universitario,147889
150813,1990-03-06 05:00:00,Santiago,Profesional - Licenciatura,214776
150815,1953-04-17 05:00:00,Santiago,Bachillerato - Secundaria,269511
150816,1990-08-20 05:00:00,Santiago,Profesional - Licenciatura,72749
150822,1989-08-06 05:00:00,Santiago,Tecnico Universitario,287576
150823,1986-12-20 05:00:00,Santiago,Bachillerato - Secundaria,268327
150824,1971-05-15 05:00:00,Santiago,Profesional - Licenciatura,87581
150827,1977-06-16 05:00:00,Santiago,Tecnico Universitario,195031
150830,1980-05-17 05:00:00,Santiago,Profesional - Licenciatura,335651
150833,1991-07-19 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,277995
150835,1991-08-07 05:00:00,Santiago,Profesional - Licenciatura,99475
150837,1991-06-10 05:00:00,Santiago,Profesional - Licenciatura,87936
150838,1978-09-19 05:00:00,Santiago,Profesional - Licenciatura,267762
150840,1965-02-18 05:00:00,Santiago,Profesional - Licenciatura,295500
150843,1992-09-17 05:00:00,Santiago,Profesional - Licenciatura,109238
150845,1993-01-23 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,301186
150849,1993-10-11 05:00:00,Santiago,Tecnico Universitario,222326
150850,1971-11-20 05:00:00,Santiago,Tecnico Universitario,289368
150853,1993-11-23 05:00:00,Santiago,Profesional - Licenciatura,322762
150855,1999-10-18 05:00:00,Santiago,Bachillerato - Secundaria,74925
150857,1980-09-22 05:00:00,Santiago,Profesional - Licenciatura,79405
150858,1973-08-28 05:00:00,Santiago,Profesional - Licenciatura,247842
150859,1989-11-16 05:00:00,Santiago,Profesional - Licenciatura,281245
150860,1981-03-03 05:00:00,Santiago,Tecnico Universitario,73786
150861,1974-01-13 05:00:00,Santiago,Bachillerato - Secundaria,188496
150863,1976-04-13 05:00:00,Santiago,Profesional - Licenciatura,112422
150868,1977-04-14 05:00:00,Santiago,Profesional - Licenciatura,123304
150870,1984-07-23 05:00:00,Santiago,Especializacion - Postgrado,202452
150871,1977-05-28 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,311983
150875,1969-10-16 05:00:00,Santiago,Tecnico Universitario,297276
150877,1969-05-26 05:00:00,Santiago,Profesional - Licenciatura,344621
150879,1971-08-10 05:00:00,Santiago,Bachillerato - Secundaria,160445
150883,1971-09-01 05:00:00,Santiago,Profesional - Licenciatura,70571
150884,1987-01-27 05:00:00,Santiago,Profesional - Licenciatura,260663
150885,1970-10-30 05:00:00,Santiago,Profesional - Licenciatura,282723
150886,1958-07-06 05:00:00,Santiago,Tecnico Universitario,256390
150888,1959-08-16 05:00:00,Santiago,Tecnico Universitario,251871
150890,1977-03-21 05:00:00,Santiago,Profesional - Licenciatura,295660
150891,1968-11-02 05:00:00,Santiago,Tecnico Universitario,112149
150900,1966-04-15 05:00:00,Santiago,Tecnico Universitario,199870
150902,1978-04-14 05:00:00,Santiago,Profesional - Licenciatura,116045
150905,1974-05-05 05:00:00,Santiago,Tecnico Universitario,167824
150906,1974-08-16 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,122593
150914,1975-10-14 05:00:00,Santiago,Tecnico Universitario,193873
150915,1975-12-07 05:00:00,Santiago,Especializacion - Postgrado,220810
150923,1979-08-17 05:00:00,Santiago,Bachillerato - Secundaria,243187
150924,1980-02-18 05:00:00,Santiago,Profesional - Licenciatura,276941
150926,1980-11-13 05:00:00,Santiago,Especializacion - Postgrado,337811
150927,1980-07-24 05:00:00,Santiago,Tecnico Universitario,284823
150928,1980-12-20 05:00:00,Santiago,Profesional - Licenciatura,200842
150931,1981-08-09 05:00:00,Santiago,Profesional - Licenciatura,189341
150932,1981-08-26 05:00:00,Santiago,Profesional - Licenciatura,294363
150937,1964-06-25 05:00:00,Temuco,Primaria,332020
150938,1983-06-25 05:00:00,Santiago,Bachillerato - Secundaria,196368
150939,1965-04-13 05:00:00,Concepcion,Bachillerato - Secundaria,290939
150946,1964-09-26 05:00:00,Santiago,Bachillerato - Secundaria,233122
150948,1970-03-06 05:00:00,Santiago,Tecnico Universitario,87080
150951,1977-10-09 05:00:00,Santiago,Tecnico Universitario,231241
150952,1969-11-15 05:00:00,Santiago,Bachillerato - Secundaria,100892
150953,1986-04-10 05:00:00,Santiago,Tecnico Universitario,91208
150954,1981-05-19 05:00:00,Santiago,Bachillerato - Secundaria,79312
150956,1965-11-22 05:00:00,Santiago,Bachillerato - Secundaria,232407
150959,1992-11-30 05:00:00,Santiago,Tecnico Universitario,210467
150965,1980-03-30 05:00:00,Santiago,Profesional - Licenciatura,199305
150969,1961-11-17 05:00:00,Santiago,Profesional - Licenciatura,244522
150970,1976-04-09 05:00:00,Santiago,Tecnico Universitario,281372
150974,1978-08-17 05:00:00,Santiago,Bachillerato - Secundaria,274603
150975,1969-02-22 05:00:00,Santiago,Bachillerato - Secundaria,249328
150980,2070-03-29 05:00:00,Santiago,Tecnico Universitario,70109
150981,1967-02-18 05:00:00,Santiago,Bachillerato - Secundaria,117428
150984,1968-08-30 05:00:00,Santiago,Bachillerato - Secundaria,109361
150986,1983-08-21 05:00:00,Santiago,Tecnico Universitario,300645
150989,1967-08-15 05:00:00,Santiago,Bachillerato - Secundaria,157040
150990,1984-09-10 05:00:00,Santiago,Primaria,316064
150992,1969-01-16 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,69076
150994,1987-08-19 05:00:00,Santiago,Primaria,173065
151006,1988-04-26 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,73957
151008,1966-09-13 05:00:00,Santiago,Bachillerato - Secundaria,189551
151009,1974-07-30 05:00:00,Santiago,Tecnico Universitario,238449
